acc	organism	database_source	llps_roles	mlos	idrs	lcrs	llps_regions	pfam_domains
P53618	Homo sapiens	cdcode,drllps	client	nucleolus,p_body,pml_nuclear_body,stress_granule		353-366,643-660		Adaptin_N (x1),Coatamer_beta_C (x1),Coatomer_b_Cpla (x1)
P53621	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule		883-893		WD40 (x3),ANAPC4_WD40 (x1),Coatomer_WDAD (x1),COPI_C (x1)
P53630	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule		157-171		
P53632	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule	1-63,81-147,525-584	21-38,131-156,522-536,542-559		NTP_transf_2 (x1),PAP_assoc (x1)
P53633	Saccharomyces cerevisiae	drllps	regulator	stress_granule		79-105,131-154		PRA1 (x1)
P53634	Homo sapiens	drllps	regulator	p_body,stress_granule		6-17		Peptidase_C1 (x1),CathepsinC_exc (x1)
P53667	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	260-319	302-313		PDZ (x1),LIM (x2),PK_Tyr_Ser-Thr (x1)
P53671	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	279-304	280-302,310-322		LIM (x2),PDZ (x1),PK_Tyr_Ser-Thr (x1)
P53675	Homo sapiens	cdcode,drllps	client	nucleolus		378-387,445-458,1297-1310		Clathrin (x7),Clathrin_propel (x4),Clathrin-link (x1)
P53677	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		106-115		Clat_adaptor_s (x1),Adap_comp_sub (x1)
P53680	Homo sapiens	phasepdb	client	stress_granule				Clat_adaptor_s (x1)
P53685	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule				SIR2 (x1),DUF592 (x1)
P53686	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule	317-357	339-351		SIR2 (x1)
P53718	Saccharomyces cerevisiae	drllps	regulator	stress_granule	208-230			Whi5 (x1)
P53728	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule		120-126		Pro_isomerase (x1)
P53734	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	1-129	50-64,73-85,489-499		DEAD (x1),Helicase_C (x1)
P53741	Saccharomyces cerevisiae	drllps,phasepdb	client,regulator	p_body,stress_granule	157-410,485-515	156-169,179-198,396-406		NTF2 (x1)
P53742	Saccharomyces cerevisiae	drllps	client	others	1-20	154-174,468-484		MMR_HSR1 (x1),NGP1NT (x1)
P53743	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	1-91,261-316	7-17,28-71,102-112,158-170		
P53779	Homo sapiens	cdcode,drllps,phasepdb	client	centrosome,centrosome/spindle_pole_body,p_body	405-464	423-432		Pkinase (x1)
P53803	Homo sapiens	phasepdb	client	nucleolus				DNA_RNApol_7kD (x1)
P53804	Homo sapiens	phasepdb	client	nucleolus	423-458,786-805,1011-1068,1215-1295,1773-1842,1894-1944,2004-2025	336-356,530-550,760-786,1015-1032,1170-1194,1215-1231,1492-1512,1518-1538,1549-1583,1783-1801,1899-1909		zf-RING_2 (x1),DUF5861 (x1)
P53814	Homo sapiens	phasepdb	client	pml_nuclear_body				
P53829	Saccharomyces cerevisiae	cdcode,drllps	client	p_body,stress_granule	1-91	10-31,50-88		
P53833	Saccharomyces cerevisiae	cdcode,drllps	client	tam_body		100-111		RNase_P_pop3 (x1)
P53834	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule		85-90		Aha1_N (x1)
P53849	Saccharomyces cerevisiae	cdcode,drllps	client	p_body,stress_granule				zf-CCHC (x7)
P53859	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	67-98	67-79,167-186		EXOSC1 (x1)
P53865	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	86-150	192-212,315-349,386-441		SID (x1)
P53866	Saccharomyces cerevisiae	drllps	regulator	stress_granule	1-60,176-200,466-493	171-190,472-491,524-555		G-patch (x1)
P53881	Saccharomyces cerevisiae	drllps	regulator	stress_granule	40-63	33-44,179-187		Ribosomal_L22 (x1)
P53883	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,others	1-43,72-116,313-403	114-120		RRM_1 (x1)
P53894	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule	1-180,242-261,707-732	23-34,189-255		Pkinase (x2)
P53897	Saccharomyces cerevisiae	drllps	client	others	1-31,125-168	2-13,127-165		Endosulfine (x1)
P53898	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule		253-265		INSIG (x1)
P53905	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	driver,client	p_body,p_body;_stress_granule,stress_granule	1-23			LSM (x1)
P53909	Saccharomyces cerevisiae	drllps	client	others				A_deaminase (x1)
P53911	Saccharomyces cerevisiae	drllps	regulator	stress_granule	143-425	209-229,251-286,288-307,316-329,359-375,386-397		Eaf7 (x1)
P53914	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,others,stress_granule	433-463	70-83,217-242,961-981,1043-1055		DUF1726 (x1),Helicase_RecD (x1),GNAT_acetyltr_2 (x1),tRNA_bind_2 (x1)
P53923	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				CTU2 (x1)
P53927	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	1-82	2-16,26-51		RRM_1 (x1)
P53935	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	phasepdb	driver	p_body				
P53938	Saccharomyces cerevisiae	drllps	regulator	stress_granule	233-305	122-131,184-196,242-257,272-284		EOS1 (x1)
P53941	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				Brix (x1)
P53978	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	975-1044	108-120,187-200,1002-1033		4HB (x1),ABC_tran (x2)
P53981	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				
P53985	Homo sapiens	cdcode,drllps,phasepdb	client	centrosome,centrosome/spindle_pole_body,p62_cluster,pml_nuclear_body,stress_granule	454-500	16-37,403-412,423-443,449-465		MFS_1 (x1)
P53986	Mus musculus	phasepdb	client	tau_condensate	447-493	16-37,201-216,396-405,414-437,439-457		MFS_1 (x1)
P53990	Homo sapiens	cdcode,drllps,phasepdb	client	centrosome,centrosome/spindle_pole_body,p62_cluster,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	294-352	10-32,207-216,229-237,335-345		Ist1 (x1)
P53992	Homo sapiens	cdcode,drllps,phasepdb	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	1-338	7-34,60-77,121-131,273-282,309-324,993-1013		zf-Sec23_Sec24 (x1),Sec23_trunk (x1),Sec23_BS (x1),Sec23_helical (x1),Gelsolin (x1)
P53996	Mus musculus	cdcode,drllps	client	chromatoid_body		22-36		zf-CCHC (x7)
P53999	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus	1-64	3-24,46-58		PC4 (x1)
P54071	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
P54105	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,paraspeckle,stress_granule	135-159	87-108,137-155		Voldacs (x1)
P54113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	phasepdb	client	stress_granule				
P54114	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule		54-74		Aldedh (x1)
P54115	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	driver,client	stress_granule				Aldedh (x1)
P54132	Homo sapiens	cdcode,drllps,phasepdb	driver,client,regulator	assemblysome,nucleolus,p62_cluster,pml_nuclear_body,ssb_condensate,stress_granule,synthetic_condensate_000376	1-21,203-227,250-291,1289-1417	28-54,292-299,302-316,552-566,862-874,1145-1161,1295-1310,1344-1363,1366-1392		BLM_N (x1),RQC (x1),HRDC (x1),BDHCT (x1),BDHCT_assoc (x1),DEAD (x1),Helicase_C (x1),RecQ_Zn_bind (x1)
P54136	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p62_cluster,p_body,pml_nuclear_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule		12-32,40-61		tRNA-synt_1d (x1),DALR_1 (x1),Arg_tRNA_synt_N (x1)
P54198	Homo sapiens	cdcode,drllps	client	pml_nuclear_body	494-555,570-589,604-625	275-287,405-412,493-509,601-616,628-643,705-716,767-778,981-991		WD40 (x4),Hira (x1)
P54199	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	66-95,197-216,258-316	70-80,85-96,265-292,306-315		Pkinase (x1)
P54216	Caenorhabditis elegans	phasepdb	driver	glycolytic_body				
P54217	Caenorhabditis elegans	phasepdb	driver	na				
P54252	Homo sapiens	phasepdb	driver	nucleolus	258-338	290-307		UIM (x3),Josephin (x1)
P54253	Homo sapiens	phasepdb	client	nucleolus	1-63,185-270,329-355,397-424,762-798	47-64,88-99,154-169,195-227,365-376,554-572		AXH (x1)
P54254	Mus musculus	cdcode,phasepdb	driver,client	nuclear_body	1-36,187-240,297-402,736-774	47-67,153-168,537-548		AXH (x1)
P54257	Homo sapiens	cdcode,drllps,phasepdb	client	centrosome,centrosome/spindle_pole_body,nucleolus	1-83,258-289	20-43,114-127,257-288,314-344,377-397,583-601,662-671		HAP1_N (x1)
P54259	Homo sapiens	cdcode,phasepdb	client	pml_nuclear_body				
P54274	Homo sapiens	cdcode,drllps,phasepdb	driver,client,regulator	heterochromatin,nucleolus,pml_nuclear_body	1-36,266-311,326-375	36-76	1-439_phasepdb	Myb_DNA-binding (x1),TRF (x1)
P54284	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	1-52,129-170,387-484	237-249,363-379		VGCC_beta4Aa_N (x1),Guanylate_kin (x1)
P54285	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-52,129-170,390-484	237-249,363-379		VGCC_beta4Aa_N (x1),Guanylate_kin (x1)
P54289	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		6-18,675-686		VWA_N (x1),VWA (x1),VGCC_alpha2 (x1)
P54397	Drosophila melanogaster	llpsdb,phasepdb	driver	nucleolus	113-251	89-99,118-139,150-184,209-242	1-357_phasepdb	FKBP_C (x1),NPL (x1)
P54577	Homo sapiens	cdcode,drllps,phasepdb	driver,client	nucleolus,nucleolus;_stress_granule,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	339-363	20-37,224-230,233-247		tRNA-synt_1b (x1),tRNA_bind (x1)
P54578	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		228-241,252-270		UCH (x1)
P54609	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	782-809	7-17,202-212,590-602,791-806		CDC48_2 (x1),AAA (x2),CDC48_N (x1),AAA_lid_3 (x2)
P54619	Homo sapiens	phasepdb	client	stress_granule	1-26			CBS (x3)
P54623	Drosophila melanogaster	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body,pericentriolar_material	20-41,517-554,810-849,863-893,1220-1249	2-14,42-62,154-188,305-325,382-394,499-526,559-593,799-819,889-916,963-983,991-1011,1016-1047,1051-1066,1118-1145		Cnn_1N (x1)
P54646	Homo sapiens	cdcode,drllps	client,regulator	stress_granule	477-521	511-527		Pkinase (x1),AdenylateSensor (x1)
P54652	Homo sapiens	cdcode,drllps,phasepdb	client,regulator	centrosome,centrosome/spindle_pole_body,nucleolus,p_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	613-639	371-381,394-404,421-433,616-633		HSP70 (x1)
P54707	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		34-49,111-132,305-328,351-363,803-826,969-990		Cation_ATPase_N (x1),Cation_ATPase_C (x1)
P54725	Homo sapiens	llpsdb	driver	na	81-160,203-227	85-109,123-151,249-264,297-308		UBA (x2),XPC-binding (x1),ubiquitin (x1)
P54727	Homo sapiens	cdcode,drllps,llpsdb,phasepdb	driver,client	p62_cluster,pml_nuclear_body,proteasome_condensate,proteasome_containing_foci,senescence_associated_nuclear_proteasome_foci,stress_granule	80-175,236-276	81-159,252-271,280-296,333-355	1-409_phasepdb	UBA (x2),XPC-binding (x1),ubiquitin (x1)
P54729	Mus musculus	phasepdb	client	tau_condensate	531-590	42-70,167-186,421-431,539-565		UBA (x3),Ubiquitin_5 (x1)
P54750	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities				PDEase_I (x1),PDEase_I_N (x1)
P54753	Homo sapiens	phasepdb	client	nuclear_speckle		6-34,459-472,557-582		Ephrin_rec_like (x1),fn3 (x2),Ephrin_lbd (x1),EphA2_TM (x1),PK_Tyr_Ser-Thr (x1),SAM_1 (x1)
P54760	Homo sapiens	phasepdb	client	nucleolus	965-987	10-28,537-564,974-983		Ephrin_lbd (x1),Ephrin_rec_like (x1),fn3 (x2),EphA2_TM (x1),PK_Tyr_Ser-Thr (x1),SAM_1 (x1)
P54764	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		546-570		Ephrin_lbd (x1),fn3 (x2),EphA2_TM (x1),PK_Tyr_Ser-Thr (x1),SAM_2 (x1)
P54780	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	165-185	63-78		Ribosomal_L15e (x1)
P54785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	cdcode,phasepdb	driver,client	hyperosmotic_shock_foci,hypersomatic_shock_foci	1-69,101-162,214-267,420-458	5-37,85-95,97-104,119-130,138-159,165-177,208-264,274-293,309-336,413-450		
P54811	Caenorhabditis elegans	drllps	regulator	p_body	1-21,779-809	88-101,589-603,706-720		CDC48_2 (x1),AAA (x2),CDC48_N (x1),AAA_lid_3 (x2),Vps4_C (x1)
P54812	Caenorhabditis elegans	drllps	regulator	p_body	713-732,777-810	590-605,704-721,795-807		CDC48_2 (x1),AAA (x2),CDC48_N (x1),AAA_lid_3 (x2),Vps4_C (x1)
P54819	Homo sapiens	cdcode,drllps	client	nucleolus	150-169			ADK_lid (x1)
P54821	Homo sapiens	phasepdb	client	nuclear_speckle,p_body	1-22,63-103	89-98		OAR (x1),Homeodomain (x1)
P54823	Mus musculus	cdcode,drllps,phasepdb	client,regulator	mardo,p62_dependent_p_bodies_(pd_pbs),p_body,postsynaptic_density	1-57	30-41		DEAD (x1),Helicase_C (x1)
P54824	Xenopus laevis	cdcode	client	mitochondrial_cloud				
P54829	Homo sapiens	phasepdb	client	nuclear_speckle	1-80,169-189	57-74,119-130,139-182		Y_phosphatase (x1)
P54843	Mus musculus	cdcode	client	c‐maf_condensates				
P54861	Saccharomyces cerevisiae	drllps	client	others	557-597	567-580		Dynamin_M (x1),Dynamin_N (x1),GED (x1)
P54871	Caenorhabditis elegans	drllps	regulator	p_body				HMG_CoA_synt_N (x1),HMG_CoA_synt_C (x1)
P54886	Homo sapiens	cdcode,drllps,phasepdb	client	p_body,stress_granule		422-436		Aldedh (x1),AA_kinase (x1)
P54920	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_speckle,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		7-18,24-36		
P55008	Homo sapiens	drllps	regulator	stress_granule	128-147			
P55010	Homo sapiens	cdcode,drllps,phasepdb	client,regulator	stress_granule	143-216	154-171,179-192,196-210,386-399,423-429		W2 (x1),eIF-5_eIF-2B (x1)
P55011	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	36-81,112-193,962-989	24-30,90-114,147-160,182-209,308-336,365-388,409-430,434-457,521-542,609-622,655-679,714-751		AA_permease_N (x1),AA_permease (x1),SLC12 (x1)
P55012	Mus musculus	cdcode,drllps	client	postsynaptic_density	1-101,143-187,953-986	3-38,42-58,87-119,140-161,174-189,301-329,358-381,402-423,427-450,514-535,602-615,648-672,706-744		AA_permease_N (x1),AA_permease (x1),SLC12 (x1)
P55034	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	241-281,344-386	89-98,196-218,235-260,302-315,367-386		UIM (x2),VWA_2 (x1)
P55036	Homo sapiens	cdcode,drllps,phasepdb	driver,client	centrosome,centrosome/spindle_pole_body,paraspeckle,proteasome_containing_foci	224-255,300-327,341-377	189-201,225-246,365-377		UIM (x2),VWA_2 (x1)
P55039	Homo sapiens	cdcode,drllps	client	nucleolus		3-14		MMR_HSR1_Xtn (x1),TGS (x1),MMR_HSR1 (x1)
P55060	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p_body,pml_nuclear_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule		44-50,203-222,258-267,353-364		Cse1 (x1),IBN_N (x1),CAS_CSE1 (x1)
P55066	Mus musculus	cdcode,drllps	client	postsynaptic_density	363-391,406-442,472-540,574-630,1228-1268	1-30,272-287,575-589,602-632,663-677,1225-1256		Lectin_C (x1),Sushi (x1),Xlink (x2),V-set (x1),EGF (x1)
P55072	Homo sapiens	cdcode,drllps,phasepdb	driver,client,regulator	nucleolus,p62_cluster,p_body,pml_nuclear_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,proteasome_condensate,stress_granule	708-727,768-806	85-96,583-597,699-713,775-794		CDC48_2 (x1),AAA (x2),CDC48_N (x1),AAA_lid_3 (x2),Vps4_C (x1)
P55081	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_body,nuclear_speckle,stress_granule	1-27,39-200	51-59,64-84,108-123,126-159,162-196,222-256,259-278,287-322		MFAP1 (x1)
P55084	Homo sapiens	cdcode,drllps,phasepdb	client	p62_cluster,p_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities				Thiolase_C (x1),Thiolase_N (x1)
P55087	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities				MIP (x1)
P55088	Mus musculus	cdcode,drllps	client	postsynaptic_density		116-155		MIP (x1)
P55096	Mus musculus	cdcode,drllps	client	postsynaptic_density		15-33		ABC_tran (x1),ABC_membrane_2 (x1)
P55098	Mus musculus	cdcode,drllps	client	postsynaptic_density				zf-C3HC4 (x1),Pex2_Pex12 (x1)
P55145	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus				ARMET_C (x1)
P55157	Homo sapiens	phasepdb	client	p62_cluster				
P55160	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	638-670	638-653		Nckap1 (x1)
P55196	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	128-194,349-378,534-595,1107-1473,1501-1528,1569-1824	163-183,876-883,1309-1318,1345-1356,1365-1372,1386-1392,1416-1440,1576-1589,1595-1649,1685-1713		PDZ (x1),RA (x2),FHA (x1),DIL (x1)
P55199	Homo sapiens	cdcode,phasepdb	client	cajal_body,nuclear_speckle,pml_nuclear_body	296-417,431-504	191-203,436-456,474-488,493-507		Occludin_ELL (x1),ELL (x1)
P55209	Homo sapiens	cdcode,drllps	client	nucleolus,stress_granule	1-32,132-163,346-391	8-31,126-165,239-248,263-292,311-326,344-379		NAP (x1)
P55210	Homo sapiens	cdcode,phasepdb	driver,client	stress_granule				
P55228	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		34-47,86-100		NTP_transferase (x1)
P55258	Mus musculus	phasepdb	driver	na				
P55263	Homo sapiens	cdcode,drllps	client	nucleolus		2-18		PfkB (x1)
P55264	Mus musculus	cdcode	client	mast_cell_extracellular_granules_(mcegs)				
P55265	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_speckle,nuclear_stress_body,nucleolus,p62_cluster,p_body,stress_granule,viroplasm	208-238,258-286,574-610	30-38,62-76,588-599,665-679,814-825		z-alpha (x2),dsrm (x3),A_deamin (x1)
P55265-2	Homo sapiens	phasepdb	client	nuclear_stress_body				
P55265-3	Homo sapiens	phasepdb	client	nuclear_stress_body				
P55265-4	Homo sapiens	phasepdb	client	nuclear_stress_body				
P55265-5	Homo sapiens	phasepdb	client	nuclear_stress_body				
P55283	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	124-168,806-838	3-18,720-757,783-796,872-889		Cadherin (x4),Cadherin_pro (x1),Cadherin_C (x1)
P55288	Mus musculus	cdcode,drllps	client	postsynaptic_density		613-641,664-672		Cadherin (x4),Cadherin_C (x1)
P55290	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		7-19,695-713		Cadherin (x5),Cadherin_pro (x1)
P55316	Homo sapiens	phasepdb	driver	na				
P55317	Homo sapiens	phasepdb	client	nucleolus	269-392	32-60,96-107,111-124,273-290,322-332,351-366		Forkhead_N (x1),Forkhead (x1),HNF_C (x1)
P55326	Caenorhabditis elegans	phasepdb	client	p_granule				
P55327	Homo sapiens	phasepdb	client	nuclear_body	187-224	25-41,66-103,203-213		TPD52 (x1)
P55344	Homo sapiens	drllps,phasepdb	client,regulator	stress_granule		66-87,99-122,136-160		PMP22_Claudin (x1)
P55735	Homo sapiens	cdcode,drllps,phasepdb	client	eres,nuclear_pore_complex,p62_cluster,pml_nuclear_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,scotin_condensate				WD40 (x5)
P55737	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	219-248,674-699	210-254,517-542,633-643,670-680		HSP90 (x1),HATPase_c (x1)
P55769	Homo sapiens	cdcode,drllps,phasepdb	client	dense_fibrillar_component,nucleolus		61-72,110-123		Ribosomal_L7Ae (x1)
P55786	Homo sapiens	cdcode,drllps,phasepdb	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule		3-43,699-722		Peptidase_M1 (x1),ERAP1_C (x1)
P55795	Homo sapiens	cdcode,drllps,llpsdb,phasepdb	driver,client	droplet,nuclear_body,nuclear_speckle,p_body,stress_granule,synthetic_condensate_000087		56-73,234-256,383-401,413-433	1-449_phasepdb	RRM_1 (x3),zf-RNPHF (x1)
P55853	Caenorhabditis elegans	drllps	regulator	p_body				Rad60-SLD (x1)
P55854	Homo sapiens	cdcode,drllps,llpsdb,phasepdb	driver,client	droplet,nuclear_body,pml_nuclear_body,synthetic_condensate_000165			1-103_phasepdb	Rad60-SLD (x1)
P55884	Homo sapiens	cdcode,drllps,phasepdb	driver,client,regulator	nucleolus,p62_cluster,p_body,stress_granule,synthetic_condensate_000375	1-158	8-56,69-95,126-144,795-808		RRM_1 (x1),eIF2A (x1)
P56135	Mus musculus	cdcode,drllps	client	postsynaptic_density				WRW (x1)
P56180	Homo sapiens	cdcode,drllps	client	nucleolus	1-47	89-111,160-179,192-210		PTEN_C2 (x1)
P56182	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,pml_nuclear_body	239-295,354-461	144-150,240-258,355-377,417-440		Nop52 (x1)
P56185	Helicobacter pylori (strain ATCC 700392 / 26695)	cdcode	client	br_body				
P56192	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p62_cluster,p_body,pml_nuclear_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule		17-26,219-232,638-652,886-900		GST_N_5 (x1),GST_C (x1),tRNA-synt_1g (x1),WHEP-TRS (x1)
